type,time_window,log_count,mean,z_score,exception_type,count,percentage
frequency_anomaly,2025-07-07 18:10:00,82401.0,3007.8280938506364,9.796321003262642,,,
frequency_anomaly,2025-07-07 19:50:00,62282.0,3007.8280938506364,7.313838221271974,,,
frequency_anomaly,2025-07-07 21:10:00,49423.0,3007.8280938506364,5.727166612662301,,,
frequency_anomaly,2025-07-08 09:00:00,45439.0,3007.8280938506364,5.2355809770218205,,,
frequency_anomaly,2025-07-08 09:10:00,54451.0,3007.8280938506364,6.347571375714594,,,
frequency_anomaly,2025-07-08 09:20:00,40519.0,3007.8280938506364,4.6285023305983355,,,
frequency_anomaly,2025-07-08 09:40:00,31565.0,3007.8280938506364,3.5236685500951066,,,
frequency_anomaly,2025-07-08 10:00:00,64264.0,3007.8280938506364,7.558397139404361,,,
frequency_anomaly,2025-07-08 10:10:00,57790.0,3007.8280938506364,6.759570481488581,,,
frequency_anomaly,2025-07-08 10:30:00,40311.0,3007.8280938506364,4.602837217091001,,,
frequency_anomaly,2025-07-08 13:20:00,53412.0,3007.8280938506364,6.219369198146707,,,
frequency_anomaly,2025-07-09 11:10:00,30405.0,3007.8280938506364,3.380536186304204,,,
frequency_anomaly,2025-07-09 17:30:00,29801.0,3007.8280938506364,3.306008645157906,,,
frequency_anomaly,2025-07-09 17:50:00,27480.0,3007.8280938506364,3.019620527607315,,,
frequency_anomaly,2025-07-10 09:30:00,66715.0,3007.8280938506364,7.860825952897036,,,
frequency_anomaly,2025-07-10 09:40:00,37369.0,3007.8280938506364,4.239823928924762,,,
frequency_anomaly,2025-07-10 09:50:00,87508.0,3007.8280938506364,10.426473573848972,,,
frequency_anomaly,2025-07-10 10:00:00,95212.0,3007.8280938506364,11.377069893370624,,,
frequency_anomaly,2025-07-10 10:10:00,28620.0,3007.8280938506364,3.1602850920225127,,,
frequency_anomaly,2025-07-10 10:20:00,28103.0,3007.8280938506364,3.0964924781605325,,,
frequency_anomaly,2025-07-10 10:50:00,44033.0,3007.8280938506364,5.062094680909743,,,
frequency_anomaly,2025-07-10 11:00:00,27763.0,3007.8280938506364,3.0545398887735438,,,
frequency_anomaly,2025-07-10 11:20:00,45668.0,3007.8280938506364,5.263837279873645,,,
frequency_anomaly,2025-07-10 13:30:00,31759.0,3007.8280938506364,3.5476062040394476,,,
new_exception_type,,,,,RestControllerError,846.0,0.6868053807873096
new_exception_type,,,,,BadSqlGrammarException,583.0,0.47329496099172746
new_exception_type,,,,,MissingServletRequestParameterException,472.0,0.38318219826431454
new_exception_type,,,,,RedisConnectionFailureException,322.0,0.26140819457862136
new_exception_type,,,,,MyBatisSystemException,287.0,0.23299426038529297
new_exception_type,,,,,BindException,190.0,0.15424707133521134
new_exception_type,,,,,DataIntegrityViolationException,171.0,0.13882236420169022
new_exception_type,,,,,InvalidDataAccessResourceUsageException,149.0,0.12096217699445523
new_exception_type,,,,,NullPointerException,106.0,0.08605362927122318
new_exception_type,,,,,URISyntaxException,57.0,0.04627412140056341
new_exception_type,,,,,HttpClientErrorException,49.0,0.03977950787065977
new_exception_type,,,,,PropertyReferenceException,44.0,0.03572037441447
new_exception_type,,,,,InvalidDataAccessApiUsageException,36.0,0.029225760884566365
new_exception_type,,,,,HttpMessageNotReadableException,31.0,0.025166627428376588
new_exception_type,,,,,JsonParseException,29.0,0.02354297404590068
new_exception_type,,,,,DuplicateKeyException,29.0,0.02354297404590068
new_exception_type,,,,,IllegalArgumentException,25.0,0.020295667280948865
new_exception_type,,,,,RedisConnectionException,14.0,0.011365573677331363
new_exception_type,,,,,connectionError,14.0,0.011365573677331363
new_exception_type,,,,,ResourceAccessException,12.0,0.009741920294855454
new_exception_type,,,,,ApplicationContextException,11.0,0.0089300936036175
new_exception_type,,,,,UnexpectedTypeException,7.0,0.005682786838665682
new_exception_type,,,,,NestedServletException,7.0,0.005682786838665682
new_exception_type,,,,,UnsatisfiedDependencyException,7.0,0.005682786838665682
new_exception_type,,,,,AccessDeniedException,7.0,0.005682786838665682
new_exception_type,,,,,BindingException,6.0,0.004870960147427727
new_exception_type,,,,,BeanDefinitionOverrideException,5.0,0.004059133456189773
new_exception_type,,,,,BeanDefinitionStoreException,5.0,0.004059133456189773
new_exception_type,,,,,NoHttpResponseException,4.0,0.003247306764951818
new_exception_type,,,,,MethodArgumentTypeMismatchException,3.0,0.0024354800737138634
new_exception_type,,,,,BeanCreationException,3.0,0.0024354800737138634
new_exception_type,,,,,NumberFormatException,2.0,0.001623653382475909
new_exception_type,,,,,JsonEOFException,2.0,0.001623653382475909
new_exception_type,,,,,ControllerError,1.0,0.0008118266912379545
new_exception_type,,,,,NonUniqueResultException,1.0,0.0008118266912379545
new_exception_type,,,,,NativeIoException,1.0,0.0008118266912379545
new_exception_type,,,,,NoError,1.0,0.0008118266912379545
